Question,Answer,Source,Verb,Target
What executed one or many branches?,c loop structure repetition,c loop structure repetition,execute,one or many branches
What does c loop structure repetition execute?,one or many branches,c loop structure repetition,execute,one or many branches
Who or what executed one or many branches?,c loop structure repetition,c loop structure repetition,execute,one or many branches
What is the relationship between the primary key follow and the below steps?,is a list of,the primary key follow,set,the below steps
Explain the connection between the primary key follow and the below steps.,key word,the primary key follow,set,the below steps
How are the primary key follow and the below steps related?,key combination,the primary key follow,set,the below steps
What sets the below steps?,key,the primary key follow,set,the below steps
What does the primary key follow set?,the following steps,the primary key follow,set,the below steps
Who or what sets the below steps?,the primary key,the primary key follow,set,the below steps
What is the relationship between a network connected computers and hardware devices?,hardware,a network connected computers,share,hardware devices
Explain the connection between a network connected computers and hardware devices.,network connected computers share hardware devices,a network connected computers,share,hardware devices
How are a network connected computers and hardware devices related?,network connected computers share hardware devices,a network connected computers,share,hardware devices
What does a network connected computers share?,hardware devices,a network connected computers,share,hardware devices
What is the relationship between the statements and one or many branches?,instance of,the statements,execute,one or many branches
Explain the connection between the statements and one or many branches.,one or many branches,the statements,execute,one or many branches
How are the statements and one or many branches related?,one or many branches,the statements,execute,one or many branches
What executed one or many branches?,the statements,the statements,execute,one or many branches
What does the statements execute?,one or many branches,the statements,execute,one or many branches
Who or what executed one or many branches?,the statements,the statements,execute,one or many branches
What is the relationship between data type and the kind?,data type,data type,determine,the kind
Explain the connection between data type and the kind.,data type is a type of data,data type,determine,the kind
How are data type and the kind related?,data type,data type,determine,the kind
What does data type determine?,the kind,data type,determine,the kind
Who or what determines the kind?,data type,data type,determine,the kind
What is the relationship between the modem and analog signals?,input,the modem,turn,analog signals
Explain the connection between the modem and analog signals.,modem turn analog signals,the modem,turn,analog signals
How are the modem and analog signals related?,modem turn analog signals,the modem,turn,analog signals
What does the modem turn?,analog signals,the modem,turn,analog signals
Who or what turns analog signals?,modem,the modem,turn,analog signals
What is the relationship between the below steps and a select query follow?,The following is a list of possible outcomes.,the below steps,create,a select query follow
Explain the connection between the below steps and a select query follow.,The name of the person whose name you want to delete is .,the below steps,create,a select query follow
How are the below steps and a select query follow related?,The following is a list of words that can be spelled with a comma:,the below steps,create,a select query follow
What creates a select query follow?,The following steps create a select query follow:,the below steps,create,a select query follow
What does the below steps create?,A select query followed by a comma followed by a comma followed by a comma followed by a,the below steps,create,a select query follow
Who or what creates a select query follow?,the following steps,the below steps,create,a select query follow
What is the relationship between final customer and the end product?,customer,final customer,sell,the end product
Explain the connection between final customer and the end product.,customer is a customer,final customer,sell,the end product
How are final customer and the end product related?,customer sells the end product,final customer,sell,the end product
What cells the end product?,end product,final customer,sell,the end product
What does final customer sell?,end product,final customer,sell,the end product
Who or what cells the end product?,final customer,final customer,sell,the end product
What is the relationship between digital devices and cell phones?,devices,digital devices,like,cell phones
Explain the connection between digital devices and cell phones.,devices that communicate with each other,digital devices,like,cell phones
How are digital devices and cell phones related?,digital devices,digital devices,like,cell phones
What does digital devices like?,cell phones,digital devices,like,cell phones
Who or what likes cell phones?,digital devices,digital devices,like,cell phones
What is the relationship between the compiler and float total?,is a partial list of characters in a list,the compiler,tell,float total
Explain the connection between the compiler and float total.,float total is a list of variables that can be used to calculate a number of variables.,the compiler,tell,float total
How are the compiler and float total related?,the compiler tell float total,the compiler,tell,float total
What does the compiler tell?,float total,the compiler,tell,float total
Who or what tells float total?,compiler,the compiler,tell,float total
What is the relationship between your old file and the file?,the location of the file,your old file,open,the file
Explain the connection between your old file and the file.,it was created by you,your old file,open,the file
How are your old file and the file related?,The old file is the same as the new one.,your old file,open,the file
What does your old file open?,file,your old file,open,the file
Who or what opens the file?,your old file,your old file,open,the file
What is the relationship between companies and very large server farms?,service provider,companies,provide,very large server farms
Explain the connection between companies and very large server farms.,companies provide very large server farms,companies,provide,very large server farms
How are companies and very large server farms related?,companies provide very large server farms,companies,provide,very large server farms
What is the relationship between the program and the file?,dialogue between program and file,the program,close,the file
Explain the connection between the program and the file.,the file is in a location other than the main window,the program,close,the file
How are the program and the file related?,The program closes the file.,the program,close,the file
What does the program close?,file,the program,close,the file
Who or what closes the file?,the program,the program,close,the file
What is the relationship between any online payment system and the product?,receive,any online payment system,receive,the product
Explain the connection between any online payment system and the product.,online payment system receives the product,any online payment system,receive,the product
How are any online payment system and the product related?,receive the product,any online payment system,receive,the product
What does any online payment system receive?,the product,any online payment system,receive,the product
What is the relationship between step and click create?,instance of,step,click,click create
Explain the connection between step and click create.,click create,step,click,click create
How are step and click create related?,click create,step,click,click create
Who or what click click create?,step,step,click,click create
What is the relationship between banepa.bas and newfilename?,instance of,banepa.bas,change,newfilename
Explain the connection between banepa.bas and newfilename.,changes the name of the file,banepa.bas,change,newfilename
How are banepa.bas and newfilename related?,change new filename,banepa.bas,change,newfilename
Who or what changes newfilename?,banepa.bas,banepa.bas,change,newfilename
What is the relationship between a network connectivity device and multiple computers?,instance of,a network connectivity device,join,multiple computers
Explain the connection between a network connectivity device and multiple computers.,connected to a network,a network connectivity device,join,multiple computers
How are a network connectivity device and multiple computers related?,network connectivity device,a network connectivity device,join,multiple computers
What does a network connectivity device join?,computers,a network connectivity device,join,multiple computers
Who or what joins multiple computers?,a network connectivity device,a network connectivity device,join,multiple computers
What is the relationship between grade and data?,is a measure of a student's ability to read data,grade,read,data
Explain the connection between grade and data.,data is a type of information.,grade,read,data
How are grade and data related?,grade is a measure of a student's knowledge of a subject.,grade,read,data
Who or what reads data?,grade,grade,read,data
What is the relationship between the act and digital communication?,is a part of,the act,mean,digital communication
Explain the connection between the act and digital communication.,the act,the act,mean,digital communication
How are the act and digital communication related?,act,the act,mean,digital communication
What does the act mean?,digital communication,the act,mean,digital communication
Who or what means digital communication?,the act,the act,mean,digital communication
What is the relationship between grade 10 difference and a block?,is a sequence of events,grade 10 difference,execute,a block
Explain the connection between grade 10 difference and a block.,grade 10 difference is the difference between grade 10 difference and grade 10 difference.,grade 10 difference,execute,a block
How are grade 10 difference and a block related?,grade 10 difference,grade 10 difference,execute,a block
What does grade 10 difference execute?,a block,grade 10 difference,execute,a block
Who or what executed a block?,grade 10 difference,grade 10 difference,execute,a block
What is the relationship between the hard disk and our data?,erase,the hard disk,erase,our data
Explain the connection between the hard disk and our data.,data,the hard disk,erase,our data
How are the hard disk and our data related?,erase our data,the hard disk,erase,our data
What does the hard disk erase?,our data,the hard disk,erase,our data
Who or what cases our data?,the hard disk,the hard disk,erase,our data
What is the relationship between trojans and a backdoor?,instance of,trojans,create,a backdoor
Explain the connection between trojans and a backdoor.,a computer program,trojans,create,a backdoor
How are trojans and a backdoor related?,Trojans create a backdoor,trojans,create,a backdoor
Who or what creates a backdoor?,trojans,trojans,create,a backdoor
What is the relationship between different methods and one number system?,conversion,different methods,convert,one number system
Explain the connection between different methods and one number system.,different methods convert one number system,different methods,convert,one number system
How are different methods and one number system related?,different methods convert one number system,different methods,convert,one number system
What converts one number system?,different methods,different methods,convert,one number system
What does different methods convert?,one number system,different methods,convert,one number system
Who or what converts one number system?,different methods,different methods,convert,one number system
What is the relationship between each field and data?,store,each field,store,data
Explain the connection between each field and data.,data is stored in a database.,each field,store,data
How are each field and data related?,store data,each field,store,data
What does each field store?,data,each field,store,data
What is the relationship between main features and sophisticated database?,user interface,main features,create,sophisticated database
Explain the connection between main features and sophisticated database.,database is a type of database,main features,create,sophisticated database
How are main features and sophisticated database related?,main features create sophisticated database,main features,create,sophisticated database
What does main features create?,sophisticated database,main features,create,sophisticated database
Who or what creates sophisticated database?,main features,main features,create,sophisticated database
What is the relationship between someone and the site?,site,someone,visit,the site
Explain the connection between someone and the site.,they are interested in it,someone,visit,the site
How are someone and the site related?,site,someone,visit,the site
Who or what visits the site?,someone,someone,visit,the site
What is the relationship between grade and performance?,grade is a measure of how good a person is,grade,degrade,performance
Explain the connection between grade and performance.,performance is a measure of a person's ability to perform well.,grade,degrade,performance
How are grade and performance related?,grade degrades performance,grade,degrade,performance
Who or what degraded performance?,grade,grade,degrade,performance
What is the relationship between software and variety?,software performs variety,software,perform,variety
Explain the connection between software and variety.,software is a type of software,software,perform,variety
How are software and variety related?,software performs variety,software,perform,variety
Who or what perform variety?,software,software,perform,variety
What is the relationship between name old filename and e name?,instance of,name old filename,change,e name
Explain the connection between name old filename and e name.,name old filename,name old filename,change,e name
How are name old filename and e name related?,change e name,name old filename,change,e name
What does name old filename change?,e name,name old filename,change,e name
Who or what changes e name?,old filename,name old filename,change,e name
What is the relationship between networking and the facility?,provides,networking,provide,the facility
Explain the connection between networking and the facility.,provides the facility,networking,provide,the facility
How are networking and the facility related?,networking provides the facility,networking,provide,the facility
What is the relationship between a do loop and its condition?,is a measure of,a do loop,test,its condition
Explain the connection between a do loop and its condition.,a do loop is a type of test,a do loop,test,its condition
How are a do loop and its condition related?,test,a do loop,test,its condition
What does a do loop test?,its condition,a do loop,test,its condition
What is the relationship between computer science and the means?,interpret,computer science,interpret,the means
Explain the connection between computer science and the means.,computer science interprets the means,computer science,interpret,the means
How are computer science and the means related?,computer science interprets the means,computer science,interpret,the means
What does computer science interpret?,means,computer science,interpret,the means
Who or what interpret the means?,computer science,computer science,interpret,the means
What is the relationship between hexadecimal and decimal number system conversion?,conversion,hexadecimal,convert,decimal number system conversion
Explain the connection between hexadecimal and decimal number system conversion.,hexadecimal converts to decimal,hexadecimal,convert,decimal number system conversion
How are hexadecimal and decimal number system conversion related?,hexadecimal convert decimal number system conversion,hexadecimal,convert,decimal number system conversion
What converts decimal number system conversion?,hexadecimal,hexadecimal,convert,decimal number system conversion
Who or what converts decimal number system conversion?,hexadecimal,hexadecimal,convert,decimal number system conversion
What is the relationship between a sub and the main-module?,sub executes the main-module,a sub,execute,the main-module
Explain the connection between a sub and the main-module.,submodule is a submodule of a main-module,a sub,execute,the main-module
How are a sub and the main-module related?,sub execute the main-module,a sub,execute,the main-module
What does a sub execute?,main-module,a sub,execute,the main-module
Who or what executed the main-module?,a sub,a sub,execute,the main-module
What is the relationship between the www and your data?,present,the www,present,your data
Explain the connection between the www and your data.,to you,the www,present,your data
How are the www and your data related?,present your data,the www,present,your data
What does the www present?,your data,the www,present,your data
Who or what presents your data?,www,the www,present,your data
What is the relationship between such software and objects?,software,such software,identify,objects
Explain the connection between such software and objects.,software,such software,identify,objects
How are such software and objects related?,software is related to objects,such software,identify,objects
What does such software identify?,objects,such software,identify,objects
Who or what identify objects?,software,such software,identify,objects
What is the relationship between the modem and analog signals?,receive,the modem,receive,analog signals
Explain the connection between the modem and analog signals.,modem receives analog signals,the modem,receive,analog signals
How are the modem and analog signals related?,receive,the modem,receive,analog signals
What does the modem receive?,analog signals,the modem,receive,analog signals
What is the relationship between this type and data?,is a list of,this type,change,data
Explain the connection between this type and data.,change data,this type,change,data
How are this type and data related?,change data,this type,change,data
What does this type change?,data,this type,change,data
Who or what changes data?,this type,this type,change,data
What is the relationship between step and condition?,provide,step,provide,condition
Explain the connection between step and condition.,step is a measure of a person's ability to do something.,step,provide,condition
How are step and condition related?,step provides a condition.,step,provide,condition
What is the relationship between a sub and the main-module?,instance of,a sub,run,the main-module
Explain the connection between a sub and the main-module.,submodule is a submodule,a sub,run,the main-module
How are a sub and the main-module related?,sub,a sub,run,the main-module
What does a sub run?,main-module,a sub,run,the main-module
What is the relationship between this policy and the need?,policy,this policy,emphasize,the need
Explain the connection between this policy and the need.,the need,this policy,emphasize,the need
How are this policy and the need related?,emphasize the need,this policy,emphasize,the need
What does this policy emphasize?,need,this policy,emphasize,the need
Who or what emphasized the need?,this policy,this policy,emphasize,the need
What is the relationship between commerce and a global audience?,audience,commerce,provide,a global audience
Explain the connection between commerce and a global audience.,global market,commerce,provide,a global audience
How are commerce and a global audience related?,commerce provides a global audience,commerce,provide,a global audience
What is the relationship between input mode and a file?,input mode,input mode,open,a file
Explain the connection between input mode and a file.,input mode is used to open a document,input mode,open,a file
How are input mode and a file related?,input mode opens a file,input mode,open,a file
What does input mode open?,a file,input mode,open,a file
Who or what opens a file?,input mode,input mode,open,a file
What is the relationship between close button and the datasheet?,is the text of the datasheet,close button,close,the datasheet
Explain the connection between close button and the datasheet.,button,close button,close,the datasheet
How are close button and the datasheet related?,close button close the datasheet,close button,close,the datasheet
What does close button close?,datasheet,close button,close,the datasheet
Who or what closes the datasheet?,button,close button,close,the datasheet
What is the relationship between someone and embarrassment?,cause,someone,cause,embarrassment
Explain the connection between someone and embarrassment.,humiliation,someone,cause,embarrassment
How are someone and embarrassment related?,cause,someone,cause,embarrassment
Who or what causes embarrassment?,someone,someone,cause,embarrassment
What is the relationship between such mobile devices and various features?,integrate,such mobile devices,integrate,various features
Explain the connection between such mobile devices and various features.,integrated,such mobile devices,integrate,various features
How are such mobile devices and various features related?,integrated,such mobile devices,integrate,various features
What does such mobile devices integrate?,various features,such mobile devices,integrate,various features
Who or what integrated various features?,such mobile devices,such mobile devices,integrate,various features
What is the relationship between a user and a field?,user,a user,leave,a field
Explain the connection between a user and a field.,user interacts with the field,a user,leave,a field
How are a user and a field related?,a user is a user,a user,leave,a field
What does a user leave?,a field,a user,leave,a field
Who or what leaves a field?,user,a user,leave,a field
What is the relationship between the report wizard and a layout?,report wizard,the report wizard,provide,a layout
Explain the connection between the report wizard and a layout.,the report wizard provides a layout,the report wizard,provide,a layout
How are the report wizard and a layout related?,report wizard,the report wizard,provide,a layout
What does the report wizard provide?,a layout,the report wizard,provide,a layout
What is the relationship between storing records and a data file?,instance of,storing records,open,a data file
Explain the connection between storing records and a data file.,data file is a type of data file.,storing records,open,a data file
How are storing records and a data file related?,data file is a type of data file.,storing records,open,a data file
What opens a data file?,storing records,storing records,open,a data file
What does storing records open?,data file,storing records,open,a data file
Who or what opens a data file?,storing records,storing records,open,a data file
What is the relationship between grade 10 program and perfect square?,is a part of a puzzle,grade 10 program,check,perfect square
Explain the connection between grade 10 program and perfect square.,grade 10 program,grade 10 program,check,perfect square
How are grade 10 program and perfect square related?,grade 10 program,grade 10 program,check,perfect square
What does grade 10 program check?,perfect square,grade 10 program,check,perfect square
Who or what checks perfect square?,grade 10 program,grade 10 program,check,perfect square
What is the relationship between each column and a datasheet?,column,each column,represent,a datasheet
Explain the connection between each column and a datasheet.,column,each column,represent,a datasheet
How are each column and a datasheet related?,to a datasheet,each column,represent,a datasheet
What does each column represent?,datasheet,each column,represent,a datasheet
Who or what represents a datasheet?,each column,each column,represent,a datasheet
What is the relationship between as 1 top and the following program?,is a list of,as 1 top,study,the following program
Explain the connection between as 1 top and the following program.,a science fiction television series,as 1 top,study,the following program
How are as 1 top and the following program related?,study the following program,as 1 top,study,the following program
What study the following program?,as 1 top,as 1 top,study,the following program
What does as 1 top study?,the following program,as 1 top,study,the following program
Who or what study the following program?,as 1 top,as 1 top,study,the following program
What is the relationship between grade and sub-procedure sub-procedure a sub-procedure?,create,grade,create,sub-procedure sub-procedure a sub-procedure
Explain the connection between grade and sub-procedure sub-procedure a sub-procedure.,create,grade,create,sub-procedure sub-procedure a sub-procedure
How are grade and sub-procedure sub-procedure a sub-procedure related?,grade create sub-procedure sub-procedure a sub-procedure,grade,create,sub-procedure sub-procedure a sub-procedure
What creates sub-procedure sub-procedure a sub-procedure?,grade,grade,create,sub-procedure sub-procedure a sub-procedure
Who or what creates sub-procedure sub-procedure a sub-procedure?,grade,grade,create,sub-procedure sub-procedure a sub-procedure
What is the relationship between 164 b and all the products?,is a list of,164 b,add,all the products
Explain the connection between 164 b and all the products.,164 b is a song,164 b,add,all the products
How are 164 b and all the products related?,add,164 b,add,all the products
What adds all the products?,164 b,164 b,add,all the products
What does 164 b add?,all the products,164 b,add,all the products
Who or what adds all the products?,164 b,164 b,add,all the products
What is the relationship between use voltage stabilizers and irregular electric supplies?,use voltage stabilizers,use voltage stabilizers,avoid,irregular electric supplies
Explain the connection between use voltage stabilizers and irregular electric supplies.,use voltage stabilizers,use voltage stabilizers,avoid,irregular electric supplies
What avoids irregular electric supplies?,use voltage stabilizers,use voltage stabilizers,avoid,irregular electric supplies
What does use voltage stabilizers avoid?,irregular electric supplies,use voltage stabilizers,avoid,irregular electric supplies
Who or what avoids irregular electric supplies?,use voltage stabilizers,use voltage stabilizers,avoid,irregular electric supplies
What is the relationship between rem program and sum x?,instance of,rem program,enter,sum x
Explain the connection between rem program and sum x.,rem program enters sum x,rem program,enter,sum x
How are rem program and sum x related?,rem program enters sum x,rem program,enter,sum x
What does rem program enter?,sum x,rem program,enter,sum x
Who or what enters sum x?,rem program,rem program,enter,sum x
What is the relationship between faster customer response and cost?,cost-benefit,faster customer response,reduce,cost
Explain the connection between faster customer response and cost.,faster customer response,faster customer response,reduce,cost
How are faster customer response and cost related?,faster customer response,faster customer response,reduce,cost
What does faster customer response reduce?,cost,faster customer response,reduce,cost
Who or what reduces cost?,faster customer response,faster customer response,reduce,cost
What is the relationship between firewalls and the computer network?,shelter,firewalls,shelter,the computer network
Explain the connection between firewalls and the computer network.,network,firewalls,shelter,the computer network
How are firewalls and the computer network related?,shelter,firewalls,shelter,the computer network
What shelters the computer network?,firewalls,firewalls,shelter,the computer network
Who or what shelters the computer network?,firewalls,firewalls,shelter,the computer network
What is the relationship between commerce and a global audience?,audience,commerce,provide,a global audience
Explain the connection between commerce and a global audience.,global market,commerce,provide,a global audience
How are commerce and a global audience related?,commerce provides a global audience,commerce,provide,a global audience
What is the relationship between the goods and physically computer science?,touch,the goods,touch,physically computer science
Explain the connection between the goods and physically computer science.,computers,the goods,touch,physically computer science
How are the goods and physically computer science related?,physical computer science,the goods,touch,physically computer science
What touch physically computer science?,the goods,the goods,touch,physically computer science
What does the goods touch?,computer science,the goods,touch,physically computer science
Who or what touch physically computer science?,the goods,the goods,touch,physically computer science
What is the relationship between grade 10 step and the required layout?,instance of,grade 10 step,select,the required layout
Explain the connection between grade 10 step and the required layout.,grade 10 step,grade 10 step,select,the required layout
How are grade 10 step and the required layout related?,grade 10 step,grade 10 step,select,the required layout
What select the required layout?,grade 10 step,grade 10 step,select,the required layout
What does grade 10 step select?,the required layout,grade 10 step,select,the required layout
Who or what select the required layout?,grade 10 step,grade 10 step,select,the required layout
What is the relationship between 1 to len s and the number?,is a digit,1 to len s,count,the number
Explain the connection between 1 to len s and the number.,is a digit,1 to len s,count,the number
How are 1 to len s and the number related?,to the number,1 to len s,count,the number
What does 1 to len s count?,the number,1 to len s,count,the number
Who or what counts the number?,len s,1 to len s,count,the number
What is the relationship between clients and conversations?,clients are clients,clients,initiate,conversations
Explain the connection between clients and conversations.,they are a part of the conversation,clients,initiate,conversations
How are clients and conversations related?,clients initiate conversations,clients,initiate,conversations
Who or what initiated conversations?,clients,clients,initiate,conversations
What is the relationship between salary and the query?,is part of the equation,salary,run,the query
Explain the connection between salary and the query.,salary is a measure of a person's income,salary,run,the query
How are salary and the query related?,salary runs the query,salary,run,the query
What is the relationship between step and the database file?,keystroke,step,open,the database file
Explain the connection between step and the database file.,step is a program that tries to run a command on a computer.,step,open,the database file
How are step and the database file related?,step,step,open,the database file
What opens the database file?,step,step,open,the database file
Who or what opens the database file?,step,step,open,the database file
What is the relationship between cyber law and the legal issues?,instance of,cyber law,describe,the legal issues
Explain the connection between cyber law and the legal issues.,cyber law is a branch of law.,cyber law,describe,the legal issues
How are cyber law and the legal issues related?,cyber law describe the legal issues,cyber law,describe,the legal issues
What describes the legal issues?,cyber law,cyber law,describe,the legal issues
What does cyber law describe?,legal issues,cyber law,describe,the legal issues
Who or what describes the legal issues?,cyber law,cyber law,describe,the legal issues
What is the relationship between the periodic maintenance dust and the computer s devices?,is a component of the computer,the periodic maintenance dust,clean,the computer s devices
Explain the connection between the periodic maintenance dust and the computer s devices.,dust is a component of a computer,the periodic maintenance dust,clean,the computer s devices
How are the periodic maintenance dust and the computer s devices related?,the periodic maintenance dust clean the computer s devices,the periodic maintenance dust,clean,the computer s devices
What clean the computer s devices?,dust,the periodic maintenance dust,clean,the computer s devices
What does the periodic maintenance dust clean?,the computer s devices,the periodic maintenance dust,clean,the computer s devices
Who or what clean the computer s devices?,dust,the periodic maintenance dust,clean,the computer s devices
What is the relationship between loop and the w hile?,point of view,loop,loop,the w hile
Explain the connection between loop and the w hile.,is a symphony,loop,loop,the w hile
How are loop and the w hile related?,the w hile,loop,loop,the w hile
What loops the w hile?,loop,loop,loop,the w hile
Who or what loops the w hile?,loop,loop,loop,the w hile
What is the relationship between function and a value?,is a measure of how much something is worth,function,return,a value
Explain the connection between function and a value.,function is the action of reversing a change in a variable,function,return,a value
How are function and a value related?,function returns a value,function,return,a value
What is the relationship between order and a younger audience?,audience,order,attract,a younger audience
Explain the connection between order and a younger audience.,children are more likely to be educated.,order,attract,a younger audience
How are order and a younger audience related?,order attracts a younger audience,order,attract,a younger audience
What attracts a younger audience?,order,order,attract,a younger audience
Who or what attracts a younger audience?,order,order,attract,a younger audience
What is the relationship between the above program and the file?,input program,the above program,open,the file
Explain the connection between the above program and the file.,it was created by,the above program,open,the file
How are the above program and the file related?,The file was opened by the program.,the above program,open,the file
What does the above program open?,file,the above program,open,the file
Who or what opens the file?,the above program,the above program,open,the file
What is the relationship between a small area and a room?,room size,a small area,like,a room
Explain the connection between a small area and a room.,it's a small room,a small area,like,a room
How are a small area and a room related?,room is a small area,a small area,like,a room
What does a small area like?,a room,a small area,like,a room
Who or what likes a room?,a small area,a small area,like,a room
What is the relationship between step and the database?,instance of,step,open,the database
Explain the connection between step and the database.,step is a key to a computer,step,open,the database
How are step and the database related?,step,step,open,the database
Who or what opens the database?,step,step,open,the database
What is the relationship between octal number system conversion and the following steps?,is a list of,octal number system conversion,follow,the following steps
Explain the connection between octal number system conversion and the following steps.,The octal number system converts the number of digits to the number of digits in a number system.,octal number system conversion,follow,the following steps
How are octal number system conversion and the following steps related?,octal number system conversion,octal number system conversion,follow,the following steps
What follows the following steps?,Identify the octal number system.,octal number system conversion,follow,the following steps
What does octal number system conversion follow?,steps,octal number system conversion,follow,the following steps
Who or what follows the following steps?,octal number system conversion,octal number system conversion,follow,the following steps
What is the relationship between input and display data?,display,input,read,display data
Explain the connection between input and display data.,display data,input,read,display data
How are input and display data related?,display data,input,read,display data
Who or what reads display data?,input,input,read,display data
What is the relationship between hexadecimal and the following steps?,is a digit,hexadecimal,follow,the following steps
Explain the connection between hexadecimal and the following steps.,is a decimal symbol,hexadecimal,follow,the following steps
How are hexadecimal and the following steps related?,is a hexadecimal number.,hexadecimal,follow,the following steps
What follows the following steps?,a hexadecimal is a number.,hexadecimal,follow,the following steps
Who or what follows the following steps?,hexadecimal,hexadecimal,follow,the following steps
What is the relationship between grade 10 use and any one integer?,instance of,grade 10 use,type,any one integer
Explain the connection between grade 10 use and any one integer.,grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10 use grade 10,grade 10 use,type,any one integer
How are grade 10 use and any one integer related?,grade 10 use type any one integer,grade 10 use,type,any one integer
What types any one integer?,grade 10,grade 10 use,type,any one integer
What does grade 10 use type?,integer,grade 10 use,type,any one integer
Who or what types any one integer?,grade 10,grade 10 use,type,any one integer
What is the relationship between companies and amazon?,mutually exclusive,companies,like,amazon
Explain the connection between companies and amazon.,amazon.com is owned by amazon.com,companies,like,amazon
How are companies and amazon related?,companies,companies,like,amazon
Who or what likes amazon?,companies,companies,like,amazon
What is the relationship between the real numbers and float type variable?,real numbers like float type variable,the real numbers,like,float type variable
Explain the connection between the real numbers and float type variable.,float type variable is a type of variable.,the real numbers,like,float type variable
How are the real numbers and float type variable related?,real numbers like float type variable,the real numbers,like,float type variable
What likes float type variable?,the real numbers,the real numbers,like,float type variable
What does the real numbers like?,float type variable,the real numbers,like,float type variable
Who or what likes float type variable?,the real numbers,the real numbers,like,float type variable
What is the relationship between decryption and the encrypted information?,decryption is the process of decrypting the encrypted information,decryption,decode,the encrypted information
Explain the connection between decryption and the encrypted information.,decryption decrypts the encrypted information,decryption,decode,the encrypted information
How are decryption and the encrypted information related?,decryption decode the encrypted information,decryption,decode,the encrypted information
What decides the encrypted information?,decryption,decryption,decode,the encrypted information
Who or what decides the encrypted information?,decryption,decryption,decode,the encrypted information
What is the relationship between grade and the traffic flow?,control,grade,control,the traffic flow
Explain the connection between grade and the traffic flow.,control the traffic flow,grade,control,the traffic flow
How are grade and the traffic flow related?,control,grade,control,the traffic flow
What is the relationship between the top drop-down list and the records?,record,the top drop-down list,sort,the records
Explain the connection between the top drop-down list and the records.,record,the top drop-down list,sort,the records
How are the top drop-down list and the records related?,the top drop-down list sort the records,the top drop-down list,sort,the records
What does the top drop-down list sort?,records,the top drop-down list,sort,the records
What is the relationship between input and two numbers?,is the same as the first number,input,enter,two numbers
Explain the connection between input and two numbers.,0,input,enter,two numbers
How are input and two numbers related?,0,input,enter,two numbers
Who or what enters two numbers?,input,input,enter,two numbers
What is the relationship between list and the different types?,is a list of,list,list,the different types
Explain the connection between list and the different types.,list is a list of,list,list,the different types
How are list and the different types related?,list the different types,list,list,the different types
What is the relationship between 1 to 10 and area?,is multiple of 1,1 to 10,calculate,area
Explain the connection between 1 to 10 and area.,the number of squares in a circle,1 to 10,calculate,area
How are 1 to 10 and area related?,1 to 10 is the number of squares.,1 to 10,calculate,area
What does 1 to 10 calculate?,area,1 to 10,calculate,area
Who or what calculated area?,1 to 10,1 to 10,calculate,area
What is the relationship between e name and name old filename?,is a list of,e name,change,name old filename
Explain the connection between e name and name old filename.,e name change name old filename,e name,change,name old filename
How are e name and name old filename related?,e name change name old filename,e name,change,name old filename
What changes name old filename?,e name,e name,change,name old filename
What does e name change?,name old filename,e name,change,name old filename
Who or what changes name old filename?,e name,e name,change,name old filename
What is the relationship between step and marks?,step is a measure of distance,step,select,marks
Explain the connection between step and marks.,step is a tool for determining the size of a piece of paper.,step,select,marks
Who or what select marks?,step,step,select,marks
What is the relationship between grade and the victim?,direct,grade,direct,the victim
Explain the connection between grade and the victim.,the victim's teacher,grade,direct,the victim
How are grade and the victim related?,grade directs the victim,grade,direct,the victim
Who or what directs the victim?,grade,grade,direct,the victim
What is the relationship between d. cryptography and data?,is a collection of data,d. cryptography,share,data
Explain the connection between d. cryptography and data.,cryptography is a form of cryptography.,d. cryptography,share,data
How are d. cryptography and data related?,cryptography is related to data,d. cryptography,share,data
What does d. cryptography share?,data,d. cryptography,share,data
What is the relationship between unauthorized users and our data store?,user,unauthorized users,access,our data store
Explain the connection between unauthorized users and our data store.,unauthorized users access our data store,unauthorized users,access,our data store
How are unauthorized users and our data store related?,unauthorized users access our data store,unauthorized users,access,our data store
What access our data store?,unauthorized users,unauthorized users,access,our data store
What does unauthorized users access?,our data store,unauthorized users,access,our data store
Who or what access our data store?,unauthorized users,unauthorized users,access,our data store
What is the relationship between customer and their own applications?,developer,customer,develop,their own applications
Explain the connection between customer and their own applications.,customer develops their own applications,customer,develop,their own applications
How are customer and their own applications related?,customer develop their own applications,customer,develop,their own applications
What develops their own applications?,customer,customer,develop,their own applications
Who or what develops their own applications?,customer,customer,develop,their own applications
What is the relationship between 10 k and your thoughts?,is a measure of how many thoughts are in your head,10 k,share,your thoughts
Explain the connection between 10 k and your thoughts.,10 k shares your thoughts.,10 k,share,your thoughts
How are 10 k and your thoughts related?,10 k share your thoughts,10 k,share,your thoughts
What does 10 k share?,thoughts,10 k,share,your thoughts
What is the relationship between step and the required folder?,instance of,step,choose,the required folder
Explain the connection between step and the required folder.,step is the user that created the folder.,step,choose,the required folder
How are step and the required folder related?,step,step,choose,the required folder
What is the relationship between the values and stores?,is a collection of values,the values,write,stores
